viento,v_viento,p_ola,m_ola,presion,temperatura,clase
0.573353,0.338521,0.425606,0.400501,0.402516,0.50495,3
0.30739,0.431907,0.290657,0.400501,0.406289,0.485149,2
0.411177,0.042802,0.37301,0.400501,0.490981,0.029703,1
0.243894,0.066148,0.488581,0.400501,0.547119,0.049505,1
0.498564,0.533074,0.488581,0.400501,0.578616,0.861386,2
0.5025,0.420233,0.488581,0.400501,0.689308,0.861386,2
0.521653,0.529183,0.425606,0.400501,0.69434,0.079208,2
0.340982,0.392996,0.488581,0.400501,0.787421,0.237624,2
0.120057,0.202335,0.32872,0.400501,0.792855,0.069307,1
0.277425,0.291829,0.37301,0.401752,0.290855,0.089109,2
0.270714,0.412451,0.425606,0.401752,0.369811,0.415842,2
0.414915,0.513619,0.544637,0.401752,0.47673,0.475248,1
0.39031,0.330739,0.37301,0.401752,0.502629,0.029703,2
0.250577,0.175097,0.37301,0.401752,0.627673,0.891089,1
0.722055,0.540856,0.544637,0.401752,0.647799,0.138614,2
0.342565,0.361868,0.488581,0.401752,0.69434,0.514851,2
0.18197,0.198444,0.425606,0.401752,0.695597,0.831683,0
0.39031,0.361868,0.425606,0.401752,0.715723,0.841584,2
0.159119,0.206226,0.750865,0.401752,0.72327,0.366337,0
0.593457,0.474708,0.425606,0.401752,0.754717,0.346535,2
0.231488,0.140078,0.32872,0.401752,0.76478,0.821782,0
0.37216,0.400778,0.635294,0.401752,0.774843,0.287129,1
0.31309,0.29572,0.425606,0.401752,0.778616,0.871287,1
0.04645,0.175097,0.821453,0.401752,0.789937,0.841584,0
0.369821,0.291829,0.425606,0.401752,0.823899,0.079208,1
0.154124,0.097276,0.37301,0.401752,0.833962,0.693069,0
0.634349,0.63035,0.32872,0.403004,0.369811,0.316832,3
0.405195,0.525292,0.544637,0.403004,0.423899,0.138614,2
0.619528,0.568093,0.425606,0.403004,0.537107,0.792079,2
0.56904,0.463035,0.544637,0.403004,0.548428,0.237624,2
0.186746,0.194553,0.488581,0.403004,0.626415,0.970297,0
0.234619,0.249027,0.587543,0.403004,0.638038,0.039604,1
0.18584,0.171206,0.425606,0.403004,0.807547,0.762376,0
0.097069,0.081712,0.903806,0.403004,0.826654,0.326733,0
0.349311,0.307393,0.587543,0.404255,0.386164,0.237624,1
0.211579,0.237354,0.488581,0.404255,0.532075,0.633663,2
0.181647,0.291829,0.425606,0.404255,0.537107,0.366337,1
0.364043,0.381323,0.635294,0.404255,0.593711,0.326733,2
0.209693,0.143969,0.229066,0.404255,0.598742,0.386139,1
0.226599,0.291829,0.544637,0.404255,0.704403,0.841584,1
0.414467,0.428016,0.488581,0.404255,0.710692,0.881188,2
0.611216,0.564202,0.425606,0.404255,0.720755,0.366337,3
0.306884,0.264591,0.488581,0.404255,0.735849,0.108911,2
0.120057,0.128405,0.821453,0.404255,0.777358,0.871287,0
0.257203,0.264591,0.544637,0.404255,0.805623,0.09901,1
0.096771,0.11284,0.635294,0.404255,0.815094,0.940594,0
0.238111,0.392996,0.544637,0.405507,0.277987,0.029703,1
0.382148,0.404669,0.425606,0.405507,0.43434,0.089109,1
0.502367,0.494163,0.544637,0.405507,0.467925,0.39604,1
0.312546,0.361868,0.488581,0.405507,0.514465,0.465347,2
0.182131,0.626459,0.37301,0.405507,0.72956,0.168317,2
0.312048,0.241245,0.425606,0.405507,0.734591,0.851485,1
0.241493,0.373541,0.425606,0.405507,0.803774,0.366337,1
0.302146,0.392996,0.37301,0.406758,0.184906,0.524752,2
0.632939,0.657588,0.32872,0.406758,0.451572,0.059406,3
0.332893,0.59144,0.32872,0.406758,0.465409,0.049505,2
0.410906,0.404669,0.488581,0.406758,0.54717,0.059406,2
0.292369,0.280156,0.488581,0.406758,0.618868,0.712871,1
0.294963,0.284047,0.32872,0.406758,0.637736,0.613861,1
0.491386,0.583658,0.37301,0.406758,0.678252,0.09901,2
0.088138,0.202335,0.425606,0.406758,0.703145,0.514851,1
0.533564,0.509728,0.544637,0.406758,0.78239,0.772277,2
0.263694,0.151751,0.37301,0.406758,0.803333,0.069307,1
0.449151,0.455253,0.587543,0.406758,0.816352,0.772277,2
0.119147,0.159533,0.544637,0.406758,0.85673,0.217822,0
0.12078,0.143969,0.37301,0.406758,0.910692,0.158416,1
0.441142,0.521401,0.37301,0.40801,0.392453,0.079208,2
0.253155,0.210117,0.544637,0.40801,0.58239,0.039604,1
0.161492,0.18677,0.425606,0.40801,0.6,0.782178,0
0.419115,0.412451,0.488581,0.40801,0.608805,0.059406,2
0.519052,0.533074,0.32872,0.40801,0.661736,0.148515,2
0.490871,0.447471,0.488581,0.40801,0.674214,0.267327,2
0.220672,0.225681,0.544637,0.40801,0.675472,0.089109,1
0.779619,0.88716,0.37301,0.40801,0.681258,0.069307,3
0.271041,0.190661,0.425606,0.40801,0.686792,0.712871,1
0.388462,0.319066,0.37301,0.40801,0.750943,0.138614,1
0.219467,0.163424,0.290657,0.40801,0.767283,0.09901,0
0.256284,0.311284,0.425606,0.40801,0.802742,0.049505,1
0.361304,0.178988,0.488581,0.409262,0.261635,0.623762,1
0.257089,0.182879,0.488581,0.409262,0.455346,0.168317,1
0.214069,0.424125,0.635294,0.409262,0.562264,0.069307,2
0.113154,0.163424,0.37301,0.409262,0.56478,0.80198,1
0.263414,0.171206,0.488581,0.409262,0.576101,0.089109,1
0.213208,0.2607,0.425606,0.409262,0.576692,0.049505,1
0.88322,0.727626,0.290657,0.409262,0.583648,0.128713,3
0.313279,0.311284,0.587543,0.409262,0.615094,0.089109,1
0.946814,0.700389,0.290657,0.409262,0.641509,0.029703,3
0.387831,0.36965,0.425606,0.409262,0.641509,0.534653,2
0.048778,0.089494,0.32872,0.409262,0.689308,0.752475,0
0.555088,0.544747,0.425606,0.409262,0.717623,0.049505,2
0.097069,0.105058,0.587543,0.409262,0.813836,0.841584,0
0.69829,0.782101,0.37301,0.410513,0.327044,0.039604,3
0.700208,0.486381,0.425606,0.410513,0.474063,0.049505,2
0.312024,0.284047,0.32872,0.410513,0.498113,0.059406,2
0.621483,0.680934,0.544637,0.410513,0.528302,0.247525,3
0.248804,0.233463,0.488581,0.410513,0.539623,0.80198,1
0.308207,0.322957,0.488581,0.410513,0.659119,0.485149,1
0.340461,0.206226,0.37301,0.410513,0.67673,0.811881,1
0.28737,0.322957,0.32872,0.410513,0.680352,0.108911,1
0.256197,0.214008,0.37301,0.410513,0.704403,0.49505,0
0.286314,0.272374,0.488581,0.410513,0.734591,0.841584,1
0.354972,0.463035,0.425606,0.410513,0.747208,0.079208,2
0.231265,0.229572,0.425606,0.410513,0.784164,0.128713,0
0.510238,0.579767,0.544637,0.410513,0.810063,0.178218,2
0.515183,0.44358,0.425606,0.411765,0.422642,0.574257,2
0.676353,0.509728,0.37301,0.411765,0.461119,0.356436,2
0.565354,0.614786,0.544637,0.411765,0.524528,0.544554,3
0.659321,0.385214,0.488581,0.411765,0.52956,0.049505,1
0.524397,0.326848,0.488581,0.411765,0.556943,0.019802,2
0.253417,0.346304,0.544637,0.411765,0.659119,0.089109,1
0.421377,0.404669,0.425606,0.411765,0.664151,0.326733,2
0.388003,0.342412,0.544637,0.411765,0.69434,0.475248,1
0.130777,0.182879,0.37301,0.411765,0.788679,0.554455,0
0.388003,0.373541,0.425606,0.411765,0.813836,0.079208,2
0.233516,0.22179,0.32872,0.411765,0.816352,0.287129,0
0.106228,0.124514,0.37301,0.411765,0.828151,0.306931,0
0.108983,0.097276,0.425606,0.411765,0.837736,0.742574,0
0.340003,0.350195,0.488581,0.411765,0.893082,0.524752,1
0.52724,0.575875,0.37301,0.413016,0.350943,0.019802,3
0.116686,0.206226,0.425606,0.413016,0.437736,0.792079,1
0.430717,0.40856,0.37301,0.413016,0.459119,0.049505,2
0.207897,0.217899,0.544637,0.413016,0.533333,0.029703,1
0.377363,0.478599,0.425606,0.413016,0.547245,0.049505,2
0.856555,0.727626,0.425606,0.413016,0.561006,0.386139,3
0.418743,0.40856,0.587543,0.413016,0.607547,0.059406,2
0.128532,0.093385,0.37301,0.413016,0.618868,0.762376,0
0.332804,0.311284,0.488581,0.413016,0.666667,0.128713,1
0.457848,0.416342,0.587543,0.413016,0.702403,0.148515,1
0.229571,0.272374,0.425606,0.413016,0.72327,0.455446,1
0.394544,0.548638,0.425606,0.413016,0.72327,0.09901,2
0.556801,0.564202,0.425606,0.413016,0.732075,0.039604,3
0.077785,0.116732,0.903806,0.413016,0.8,0.950495,0
0.422924,0.439689,0.635294,0.413016,0.901887,0.188119,2
0.48937,0.357977,0.425606,0.414268,0.343396,0.534653,1
0.203861,0.326848,0.37301,0.414268,0.358491,0.633663,2
0.330929,0.365759,0.425606,0.414268,0.4,0.108911,2
0.183895,0.385214,0.635294,0.414268,0.559748,0.069307,1
0.26548,0.357977,0.750865,0.414268,0.597484,0.544554,1
0.081112,0.167315,0.37301,0.414268,0.722013,0.693069,0
0.39249,0.40856,0.488581,0.414268,0.742214,0.069307,2
0.380612,0.350195,0.37301,0.414268,0.765723,0.089109,2
0.102419,0.143969,0.821453,0.414268,0.786164,0.861386,0
0.183895,0.210117,0.32872,0.414268,0.840252,0.544554,0
0.131332,0.151751,0.488581,0.414268,0.860377,0.039604,1
0.423678,0.428016,0.544637,0.415519,0.365233,0.059406,2
0.214137,0.194553,0.37301,0.415519,0.504403,0.326733,1
0.499399,0.447471,0.425606,0.415519,0.544654,0.049505,2
0.347695,0.225681,0.488581,0.415519,0.57166,0.356436,1
0.362226,0.299611,0.37301,0.415519,0.76478,0.50495,1
0.30222,0.249027,0.488581,0.415519,0.78239,0.663366,1
0.354784,0.194553,0.425606,0.415519,0.926843,0.435644,1
0.132106,0.326848,0.37301,0.416771,0.242767,0.544554,2
0.359762,0.33463,0.544637,0.416771,0.466667,0.217822,2
0.26659,0.486381,0.37301,0.416771,0.577358,0.118812,2
0.485344,0.385214,0.290657,0.416771,0.587447,0.118812,2
0.246331,0.066148,0.425606,0.416771,0.626415,0.584158,1
0.526223,0.385214,0.488581,0.416771,0.651887,0.029703,2
0.190483,0.14786,0.32872,0.416771,0.664151,0.90099,1
0.396083,0.361868,0.425606,0.416771,0.8,0.366337,2
0.151928,0.330739,0.635294,0.416771,0.861686,0.217822,1
0.158935,0.268482,0.488581,0.416771,0.867874,0.079208,1
0.540875,0.486381,0.32872,0.418023,0.310692,0.633663,3
0.433038,0.319066,0.37301,0.418023,0.431447,0.524752,1
0.272942,0.342412,0.587543,0.418023,0.437736,0.80198,2
0.501967,0.529183,0.425606,0.418023,0.490566,0.069307,2
0.364043,0.326848,0.37301,0.418023,0.524528,0.821782,1
0.406238,0.439689,0.488581,0.418023,0.554717,0.415842,2
0.093595,0.202335,0.544637,0.418023,0.562264,0.09901,1
0.298055,0.268482,0.635294,0.418023,0.586164,0.49505,1
0.130498,0.182879,0.425606,0.418023,0.613836,0.049505,1
0.201612,0.062257,0.37301,0.418023,0.713208,0.90099,0
0.236901,0.198444,0.587543,0.418023,0.716981,0.405941,1
0.709038,0.673152,0.37301,0.418023,0.732742,0.108911,3
0.204473,0.178988,0.903806,0.418023,0.830189,0.861386,0
0.122511,0.046693,0.488581,0.419274,0.466667,0.168317,1
0.627267,0.626459,0.425606,0.419274,0.479245,0.118812,3
0.687972,0.680934,0.290657,0.419274,0.549686,0.089109,3
0.495348,0.48249,0.488581,0.419274,0.61761,0.425743,2
0.284579,0.198444,0.425606,0.419274,0.656805,0.069307,1
0.593307,0.548638,0.425606,0.419274,0.748428,0.178218,2
0.470857,0.513619,0.488581,0.419274,0.757233,0.376238,2
0.387161,0.389105,0.425606,0.419274,0.769811,0.80198,1
0.34083,0.696498,0.425606,0.420526,0.416352,0.39604,3
0.408297,0.416342,0.488581,0.420526,0.472956,0.415842,2
0.3721,0.330739,0.635294,0.420526,0.49234,0.079208,2
0.3803,0.400778,0.635294,0.420526,0.626151,0.118812,2
0.383214,0.346304,0.488581,0.420526,0.631447,0.722772,1
0.286314,0.225681,0.37301,0.420526,0.67673,0.712871,1
0.513507,0.486381,0.488581,0.420526,0.704792,0.059406,2
0.167935,0.085603,0.425606,0.420526,0.740881,0.376238,1
0.36583,0.36965,0.544637,0.420526,0.767774,0.079208,2
0.486689,0.575875,0.425606,0.421777,0.386931,0.049505,2
0.277425,0.330739,0.425606,0.421777,0.464151,0.811881,1
0.703912,0.684825,0.37301,0.421777,0.51195,0.089109,3
0.326877,0.237354,0.488581,0.421777,0.54717,0.128713,2
0.439573,0.396887,0.488581,0.421777,0.636478,0.079208,2
0.125904,0.081712,0.425606,0.421777,0.696855,0.475248,1
0.594848,0.669261,0.750865,0.421777,0.699371,0.188119,2
0.395502,0.396887,0.488581,0.421777,0.718239,0.623762,1
0.634021,0.610895,0.32872,0.421777,0.833962,0.039604,3
0.577079,0.708171,0.425606,0.423029,0.247799,0.514851,2
0.283512,0.420233,0.37301,0.423029,0.464151,0.80198,2
0.212689,0.225681,0.488581,0.423029,0.51195,0.049505,1
0.750299,0.828794,0.37301,0.423029,0.524528,0.029703,3
0.478512,0.490272,0.37301,0.423029,0.534591,0.821782,2
0.027337,0.11284,0.37301,0.423029,0.601258,0.831683,1
0.237987,0.202335,0.635294,0.423029,0.63478,0.108911,1
0.524978,0.599222,0.425606,0.423029,0.644025,0.693069,3
0.195393,0.182879,0.488581,0.423029,0.689308,0.445545,1
0.253824,0.089494,0.488581,0.423029,0.708277,0.178218,1
0.370702,0.311284,0.425606,0.423029,0.72327,0.792079,1
0.368375,0.40856,0.488581,0.423029,0.746704,0.148515,2
0.313916,0.29572,0.488581,0.423029,0.761811,0.069307,1
0.186589,0.225681,0.587543,0.423029,0.91195,0.168317,1
0.672642,0.669261,0.587543,0.42428,0.374843,0.445545,3
0.180024,0.214008,0.37301,0.42428,0.440252,0.594059,2
0.264867,0.256809,0.488581,0.42428,0.516981,0.079208,1
0.842642,0.797665,0.587543,0.42428,0.598742,0.059406,3
0.360585,0.225681,0.488581,0.42428,0.645447,0.029703,1
0.336786,0.392996,0.587543,0.42428,0.646541,0.267327,2
0.30507,0.202335,0.425606,0.42428,0.660377,0.851485,1
0.29726,0.202335,0.488581,0.42428,0.69478,0.376238,1
0.168023,0.128405,0.544637,0.42428,0.786164,0.168317,1
0.286855,0.276265,0.544637,0.42428,0.831447,0.772277,1
0.185168,0.085603,0.425606,0.42428,0.832704,0.663366,1
0.336698,0.284047,0.488581,0.42428,0.85283,0.524752,1
0.723735,0.649805,0.488581,0.425532,0.394969,0.811881,3
0.164366,0.14786,0.425606,0.425532,0.438327,0.09901,1
0.41418,0.350195,0.635294,0.425532,0.526189,0.049505,2
0.256514,0.365759,0.544637,0.425532,0.559748,0.722772,1
0.360421,0.447471,0.32872,0.425532,0.57,0.039604,2
0.394544,0.272374,0.488581,0.425532,0.640252,0.732673,2
0.560397,0.529183,0.425606,0.425532,0.71717,0.049505,2
0.259944,0.206226,0.425606,0.425532,0.798164,0.059406,1
0.40536,0.455253,0.425606,0.426783,0.398742,0.029703,2
0.480542,0.463035,0.425606,0.426783,0.418868,0.564356,2
0.363268,0.342412,0.488581,0.426783,0.457862,0.485149,2
0.370702,0.29572,0.587543,0.426783,0.54717,0.732673,2
0.491613,0.44358,0.587543,0.426783,0.683019,0.851485,2
0.337664,0.280156,0.587543,0.426783,0.684277,0.287129,1
0.394281,0.459144,0.635294,0.426783,0.730818,0.069307,2
0.363921,0.463035,0.425606,0.426783,0.789937,0.09901,2
0.328977,0.194553,0.544637,0.428035,0.250314,0.613861,1
0.260936,0.509728,0.689273,0.428035,0.352201,0.534653,3
0.241951,0.116732,0.425606,0.428035,0.511535,0.168317,1
0.729448,0.521401,0.488581,0.428035,0.535849,0.742574,2
0.27259,0.389105,0.587543,0.428035,0.563522,0.594059,1
0.458383,0.36965,0.488581,0.428035,0.566629,0.108911,2
0.540489,0.529183,0.488581,0.428035,0.69434,0.782178,2
0.344097,0.322957,0.488581,0.428035,0.705358,0.118812,1
0.315937,0.365759,0.488581,0.428035,0.730491,0.079208,2
0.304342,0.182879,0.587543,0.428035,0.74717,0.841584,1
0.437474,0.431907,0.37301,0.428035,0.871698,0.19802,2
0.332715,0.202335,0.37301,0.428035,0.928591,0.435644,1
0.378736,0.439689,0.425606,0.429287,0.277987,0.029703,2
0.26548,0.451362,0.425606,0.429287,0.411321,0.069307,2
0.560848,0.614786,0.425606,0.429287,0.432704,0.138614,3
0.190483,0.182879,0.821453,0.429287,0.508176,0.336634,1
0.158889,0.245136,0.689273,0.429287,0.515723,0.534653,1
0.419664,0.311284,0.425606,0.429287,0.518239,0.851485,1
0.500232,0.381323,0.425606,0.429287,0.580918,0.069307,2
0.454657,0.377432,0.488581,0.429287,0.605723,0.069307,2
0.159486,0.233463,0.587543,0.429287,0.728302,0.50495,1
0.427325,0.365759,0.425606,0.429287,0.742742,0.079208,2
0.72735,0.634241,0.37301,0.430538,0.267925,0.39604,3
0.411087,0.404669,0.425606,0.430538,0.359748,0.029703,2
0.687972,0.525292,0.425606,0.430538,0.377358,0.465347,3
0.411592,0.762646,0.37301,0.430538,0.498113,0.09901,2
0.208709,0.194553,0.488581,0.430538,0.691824,0.841584,0
0.559799,0.494163,0.635294,0.430538,0.787421,0.376238,2
0.825475,0.836576,0.425606,0.43179,0.361006,0.247525,3
0.451805,0.466926,0.544637,0.43179,0.603774,0.029703,2
0.498147,0.431907,0.37301,0.43179,0.649057,0.841584,2
0.356347,0.326848,0.425606,0.43179,0.755723,0.148515,1
0.405085,0.568093,0.544637,0.433041,0.36634,0.108911,2
0.33924,0.404669,0.37301,0.433041,0.515723,0.821782,2
0.404554,0.552529,0.37301,0.433041,0.545899,0.079208,2
0.245941,0.14786,0.488581,0.433041,0.651195,0.039604,1
0.117615,0.058366,0.290657,0.433041,0.681761,0.861386,1
0.097069,0.18677,0.425606,0.433041,0.739623,0.673267,0
0.301117,0.229572,0.488581,0.433041,0.856604,0.267327,1
0.154029,0.136187,0.425606,0.433041,0.897006,0.079208,1
0.10865,0.14786,0.821453,0.433041,0.909434,0.930693,0
0.599993,0.70428,0.425606,0.434293,0.356453,0.059406,2
0.543892,0.424125,0.37301,0.434293,0.365522,0.049505,2
0.089753,0.264591,0.425606,0.434293,0.485535,0.049505,1
0.419664,0.548638,0.635294,0.434293,0.516981,0.118812,2
0.162621,0.159533,0.32872,0.434293,0.552201,0.326733,1
0.675041,0.649805,0.37301,0.434293,0.553459,0.316832,3
0.560848,0.548638,0.488581,0.434293,0.598742,0.80198,2
0.307847,0.229572,0.488581,0.434293,0.602516,0.732673,1
0.574636,0.509728,0.488581,0.434293,0.671698,0.118812,2
0.15236,0.140078,0.425606,0.434293,0.696855,0.693069,1
0.02431,0.085603,0.425606,0.434293,0.74561,0.257426,0
0.59352,0.552529,0.488581,0.434293,0.745912,0.346535,3
0.23339,0.085603,0.544637,0.434293,0.792566,0.128713,1
0.157641,0.050584,0.425606,0.434293,0.812579,0.920792,1
0.248477,0.198444,0.587543,0.434293,0.855258,0.118812,1
0.148819,0.287938,0.488581,0.435544,0.371069,0.534653,2
0.387161,0.451362,0.488581,0.435544,0.432704,0.09901,2
0.227766,0.276265,0.544637,0.435544,0.519497,0.346535,1
0.263414,0.29572,0.425606,0.435544,0.532075,0.841584,1
0.332002,0.214008,0.488581,0.435544,0.613836,0.089109,1
0.294486,0.40856,0.488581,0.435544,0.649057,0.128713,2
0.439506,0.392996,0.488581,0.435544,0.660377,0.059406,2
0.231615,0.194553,0.425606,0.435544,0.677987,0.910891,0
0.353591,0.36965,0.544637,0.435544,0.727044,0.673267,2
0.61865,0.521401,0.544637,0.435544,0.734591,0.356436,2
0.269456,0.249027,0.544637,0.435544,0.737107,0.851485,1
0.765406,0.696498,0.587543,0.436796,0.330818,0.841584,3
0.226989,0.330739,0.425606,0.436796,0.366038,0.128713,2
0.508676,0.404669,0.425606,0.436796,0.438994,0.821782,2
0.001604,0.058366,0.488581,0.436796,0.519497,0.257426,1
0.285175,0.377432,0.689273,0.436796,0.532075,0.544554,1
0.472495,0.361868,0.635294,0.436796,0.576101,0.069307,2
0.176238,0.319066,0.488581,0.436796,0.597849,0.069307,1
0.292192,0.245136,0.488581,0.436796,0.644025,0.861386,1
0.344613,0.439689,0.488581,0.436796,0.664629,0.079208,1
0.300551,0.284047,0.425606,0.436796,0.69434,0.920792,1
0.577852,0.412451,0.821453,0.436796,0.724528,0.158416,2
0.150236,0.128405,0.425606,0.436796,0.753459,0.673267,1
0.070082,0.167315,0.32872,0.436796,0.796767,0.128713,0
0.171688,0.081712,0.37301,0.436796,0.801258,0.792079,0
0.096548,0.101167,0.425606,0.436796,0.832704,0.643564,1
0.168588,0.190661,0.425606,0.436796,0.846541,0.841584,1
0.573353,0.486381,0.425606,0.438048,0.412528,0.059406,2
0.312048,0.252918,0.488581,0.438048,0.48805,0.049505,1
0.334136,0.365759,0.425606,0.438048,0.515723,0.079208,2
0.337862,0.2607,0.425606,0.438048,0.586164,0.128713,2
0.301043,0.268482,0.290657,0.438048,0.610063,0.851485,1
0.252717,0.307393,0.544637,0.438048,0.64273,0.039604,1
0.693483,0.548638,0.488581,0.438048,0.67673,0.039604,2
0.256514,0.233463,0.425606,0.438048,0.80561,0.089109,1
0.215166,0.326848,0.488581,0.438048,0.848478,0.227723,1
0.120057,0.108949,0.488581,0.438048,0.862893,0.148515,1
0.406512,0.509728,0.290657,0.439299,0.383648,0.623762,3
0.286546,0.291829,0.488581,0.439299,0.52327,0.039604,1
0.328662,0.416342,0.488581,0.439299,0.531761,0.356436,2
0.280393,0.116732,0.488581,0.439299,0.606566,0.079208,1
0.575426,0.48249,0.488581,0.439299,0.612579,0.831683,2
0.11712,0.175097,0.488581,0.439299,0.613836,0.841584,1
0.192362,0.194553,0.425606,0.439299,0.716981,0.811881,0
0.480109,0.486381,0.544637,0.439299,0.72956,0.841584,2
0.286314,0.287938,0.488581,0.439299,0.869472,0.435644,1
0.0457,0.404669,0.544637,0.440551,0.366038,0.079208,2
0.489081,0.357977,0.488581,0.440551,0.465409,0.237624,2
0.246301,0.252918,0.425606,0.440551,0.513208,0.356436,1
0.333249,0.354086,0.425606,0.440551,0.519497,0.613861,2
0.683409,0.544747,0.425606,0.440551,0.548314,0.059406,3
0.365567,0.2607,0.544637,0.440551,0.637736,0.287129,1
0.519267,0.470817,0.488581,0.440551,0.644025,0.851485,2
0.332247,0.381323,0.425606,0.440551,0.727044,0.049505,1
0.236776,0.315175,0.425606,0.440551,0.769811,0.09901,2
0.307726,0.447471,0.425606,0.441802,0.259119,0.079208,3
0.307197,0.18677,0.37301,0.441802,0.44683,0.029703,1
0.258891,0.326848,0.544637,0.441802,0.466403,0.059406,2
0.503373,0.40856,0.488581,0.441802,0.586164,0.118812,2
0.224017,0.182879,0.689273,0.441802,0.653748,0.435644,0
0.635194,0.700389,0.488581,0.441802,0.712428,0.039604,2
0.295263,0.307393,0.425606,0.441802,0.714465,0.118812,2
0.458043,0.490272,0.488581,0.441802,0.743396,0.148515,3
0.205191,0.280156,0.488581,0.441802,0.771069,0.069307,1
0.279654,0.326848,0.425606,0.441802,0.787421,0.772277,2
0.432008,0.330739,0.37301,0.443054,0.372327,0.841584,1
0.558735,0.677043,0.425606,0.443054,0.384906,0.584158,3
0.475192,0.486381,0.750865,0.443054,0.398742,0.524752,2
0.691698,0.673152,0.37301,0.443054,0.483019,0.138614,3
0.468769,0.365759,0.37301,0.443054,0.58239,0.138614,2
0.22464,0.330739,0.488581,0.443054,0.700629,0.831683,1
0.190521,0.245136,0.488581,0.443054,0.781132,0.069307,1
0.075929,0.031128,0.750865,0.444305,0.700629,0.485149,2
0.165785,0.202335,0.488581,0.444305,0.700629,0.821782,1
0.282284,0.256809,0.37301,0.444305,0.70566,0.841584,1
0.237771,0.272374,0.544637,0.444305,0.706151,0.108911,1
0.384913,0.245136,0.488581,0.444305,0.754717,0.881188,1
0.32075,0.22179,0.544637,0.444305,0.850314,0.148515,2
0.221604,0.256809,0.544637,0.444305,0.913208,0.534653,1
0.78192,0.719844,0.635294,0.445557,0.362264,0.247525,3
0.638608,0.529183,0.488581,0.445557,0.426818,0.108911,2
0.557295,0.498054,0.37301,0.445557,0.440252,0.059406,2
0.478357,0.420233,0.544637,0.445557,0.606289,0.841584,2
0.127795,0.256809,0.488581,0.445557,0.622893,0.079208,1
0.352752,0.252918,0.488581,0.445557,0.656755,0.059406,1
0.201904,0.120623,0.37301,0.445557,0.695597,0.772277,1
0.102911,0.108949,0.37301,0.445557,0.700629,0.663366,0
0.661599,0.634241,0.488581,0.445557,0.743396,0.346535,2
0.151976,0.007782,0.821453,0.445557,0.78239,0.564356,0
0.12078,0.124514,0.425606,0.445557,0.820277,0.089109,0
0.382303,0.392996,0.488581,0.446809,0.29434,0.029703,2
0.352773,0.365759,0.488581,0.446809,0.45283,0.158416,1
0.386989,0.373541,0.488581,0.446809,0.569811,0.049505,2
0.488107,0.490272,0.37301,0.446809,0.576101,0.782178,2
0.458448,0.392996,0.425606,0.446809,0.626415,0.821782,2
0.360318,0.264591,0.488581,0.446809,0.65283,0.910891,1
0.379265,0.33463,0.544637,0.446809,0.682742,0.079208,1
0.422784,0.392996,0.544637,0.446809,0.762264,0.336634,2
0.313184,0.338521,0.544637,0.446809,0.778616,0.148515,1
0.091024,0.128405,0.425606,0.446809,0.937107,0.158416,0
0.856555,0.474708,0.32872,0.44806,0.262893,0.287129,3
0.458966,0.431907,0.37301,0.44806,0.444969,0.108911,2
0.304876,0.315175,0.425606,0.44806,0.462893,0.049505,2
0.313539,0.404669,0.37301,0.44806,0.495597,0.059406,2
0.480789,0.431907,0.488581,0.44806,0.557233,0.326733,2
0.363125,0.326848,0.425606,0.44806,0.582969,0.118812,2
0.280287,0.276265,0.544637,0.44806,0.620126,0.079208,1
0.639971,0.684825,0.37301,0.44806,0.627673,0.673267,3
0.500068,0.494163,0.425606,0.44806,0.664151,0.128713,3
0.666725,0.657588,0.37301,0.44806,0.748428,0.891089,3
0.04274,0.081712,0.425606,0.44806,0.762264,0.049505,1
0.406694,0.365759,0.425606,0.44806,0.818868,0.772277,1
0.295614,0.190661,0.37301,0.44806,0.826415,0.871287,1
0.0235,0.14786,0.488581,0.44806,0.842164,0.277228,0
0.457605,0.44358,0.425606,0.44806,0.869182,0.19802,2
0.12625,0.101167,0.635294,0.449312,0.342138,0.623762,1
0.145496,0.373541,0.425606,0.449312,0.387421,0.108911,1
0.651686,0.346304,0.488581,0.449312,0.426415,0.178218,3
0.312924,0.264591,0.488581,0.449312,0.477987,0.247525,1
0.521496,0.684825,0.37301,0.449312,0.477987,0.118812,3
0.404407,0.478599,0.587543,0.449312,0.499371,0.237624,2
0.383871,0.361868,0.425606,0.449312,0.52956,0.029703,2
0.339043,0.346304,0.425606,0.449312,0.552201,0.059406,1
0.380904,0.365759,0.544637,0.449312,0.579874,0.49505,2
0.301951,0.198444,0.37301,0.449312,0.623899,0.920792,0
0.479799,0.315175,0.587543,0.449312,0.637736,0.128713,2
0.108983,0.019455,0.488581,0.449312,0.856604,0.90099,1
0.236059,0.229572,0.425606,0.450563,0.415094,0.029703,2
0.570907,0.55642,0.488581,0.450563,0.49434,0.118812,3
0.300846,0.494163,0.587543,0.450563,0.575937,0.069307,2
0.449828,0.307393,0.544637,0.450563,0.592453,0.118812,2
0.481237,0.548638,0.425606,0.450563,0.706654,0.09901,2
0.287087,0.198444,0.488581,0.450563,0.726566,0.079208,2
0.181162,0.089494,0.821453,0.450563,0.822642,0.851485,0
0.407606,0.381323,0.544637,0.451815,0.344654,0.039604,2
0.114301,0.120623,0.488581,0.451815,0.405031,0.128713,2
0.316662,0.474708,0.425606,0.451815,0.422792,0.108911,2
0.491234,0.439689,0.488581,0.451815,0.436478,0.574257,2
