viento,v_viento,p_ola,m_ola,presion,temperatura,clase
0.216801,0.264591,0.290657,0.297872,0.971069,0.514851,0
0.402402,0.428016,0.258131,0.299124,0.461635,0.594059,1
0.381293,0.420233,0.37301,0.299124,0.485535,0.80198,2
0.342391,0.575875,0.258131,0.299124,0.554717,0.60396,2
0.161492,0.264591,0.290657,0.299124,0.579874,0.623762,1
0.231615,0.354086,0.37301,0.299124,0.58239,0.633663,1
0.673439,0.501946,0.37301,0.299124,0.635057,0.168317,2
0.187335,0.105058,0.258131,0.299124,0.681761,0.881188,0
0.276385,0.322957,0.488581,0.299124,0.798742,0.871287,1
0.385414,0.365759,0.37301,0.299124,0.827673,0.881188,1
0.202594,0.22179,0.37301,0.300375,0.554717,0.613861,1
0.586861,0.494163,0.37301,0.300375,0.593711,0.811881,1
0.427898,0.381323,0.20346,0.300375,0.616352,0.861386,1
0.425793,0.470817,0.229066,0.300375,0.632704,0.257426,1
0.34401,0.357977,0.37301,0.300375,0.733333,0.920792,1
0.481222,0.361868,0.37301,0.300375,0.774843,0.70297,1
0.658937,0.603113,0.181315,0.300375,0.801748,0.079208,2
0.351109,0.350195,0.488581,0.300375,0.886126,0.386139,1
0.581894,0.540856,0.488581,0.301627,0.485535,0.089109,2
0.507096,0.424125,0.425606,0.301627,0.538365,0.049505,2
0.450076,0.311284,0.290657,0.301627,0.665409,0.851485,1
0.198193,0.233463,0.37301,0.301627,0.689308,0.871287,0
0.349226,0.2607,0.425606,0.301627,0.691824,0.465347,1
0.4862,0.420233,0.32872,0.301627,0.737107,0.811881,1
0.700623,0.614786,0.290657,0.301627,0.750189,0.069307,3
0.364592,0.365759,0.425606,0.301627,0.787421,0.277228,1
0.324627,0.175097,0.32872,0.301627,0.802516,0.871287,1
0.555356,0.521401,0.488581,0.302879,0.580075,0.019802,2
0.347695,0.357977,0.488581,0.302879,0.630189,0.118812,1
0.399887,0.330739,0.544637,0.302879,0.659119,0.841584,1
0.576963,0.478599,0.37301,0.302879,0.714465,0.60396,2
0.375472,0.315175,0.32872,0.302879,0.816352,0.861386,1
0.258577,0.182879,0.258131,0.302879,0.846541,0.623762,0
0.286262,0.120623,0.290657,0.302879,0.918239,0.09901,0
0.150284,0.14786,0.425606,0.302879,0.936151,0.069307,0
0.436318,0.494163,0.258131,0.30413,0.562264,0.257426,1
0.304682,0.330739,0.425606,0.30413,0.563522,0.049505,1
0.22487,0.151751,0.488581,0.30413,0.63522,0.841584,1
0.402642,0.357977,0.32872,0.30413,0.636478,0.623762,1
0.350095,0.381323,0.37301,0.30413,0.669182,0.049505,1
0.248715,0.229572,0.32872,0.30413,0.722013,0.663366,0
0.218425,0.136187,0.290657,0.30413,0.758491,0.841584,0
0.407023,0.291829,0.37301,0.30413,0.761006,0.930693,1
0.509611,0.381323,0.290657,0.30413,0.76478,0.831683,1
0.361591,0.299611,0.37301,0.30413,0.783648,0.821782,1
0.376182,0.439689,0.32872,0.305382,0.535849,0.50495,2
0.558042,0.466926,0.290657,0.305382,0.539623,0.70297,1
0.454657,0.377432,0.37301,0.305382,0.551497,0.059406,2
0.47719,0.315175,0.425606,0.305382,0.571069,0.594059,1
0.194564,0.143969,0.229066,0.305382,0.637736,0.821782,0
0.240269,0.214008,0.290657,0.305382,0.686792,0.435644,0
0.252074,0.350195,0.37301,0.305382,0.686792,0.821782,1
0.426647,0.381323,0.488581,0.305382,0.68805,0.059406,1
0.492957,0.361868,0.258131,0.305382,0.701887,0.920792,2
0.139821,0.124514,0.821453,0.305382,0.708176,0.950495,0
0.356638,0.354086,0.488581,0.305382,0.713208,0.960396,1
0.418051,0.280156,0.229066,0.306633,0.432704,0.336634,2
0.295614,0.256809,0.290657,0.306633,0.503145,0.049505,1
0.549132,0.540856,0.32872,0.306633,0.561006,0.831683,2
0.397747,0.48249,0.20346,0.306633,0.647799,0.267327,1
0.411952,0.389105,0.425606,0.306633,0.655346,0.762376,1
0.322958,0.159533,0.32872,0.306633,0.661635,0.970297,1
0.441142,0.428016,0.37301,0.306633,0.700629,0.861386,1
0.221571,0.237354,0.258131,0.306633,0.72327,0.752475,0
0.362288,0.330739,0.425606,0.306633,0.752214,0.069307,1
0.266784,0.268482,0.903806,0.306633,0.757233,0.544554,0
0.412493,0.420233,0.229066,0.306633,0.787421,0.277228,1
0.169109,0.120623,0.635294,0.306633,0.949686,0.079208,0
0.377068,0.264591,0.635294,0.307885,0.45283,0.534653,1
0.538849,0.478599,0.37301,0.307885,0.566038,0.435644,2
0.384855,0.365759,0.290657,0.307885,0.569811,0.841584,1
0.549457,0.785992,0.290657,0.307885,0.578038,0.158416,2
0.600676,0.44358,0.425606,0.307885,0.607547,0.732673,2
0.334136,0.291829,0.32872,0.307885,0.673811,0.19802,1
0.320565,0.29572,0.37301,0.307885,0.745912,0.623762,1
0.030751,0.089494,0.20346,0.307885,0.78239,0.722772,0
0.183895,0.2607,0.425606,0.307885,0.825157,0.633663,1
0.111218,0.217899,0.290657,0.307885,0.908176,0.910891,0
0.397971,0.315175,0.290657,0.309136,0.427673,0.534653,1
0.115625,0.066148,0.229066,0.309136,0.503145,0.049505,0
0.207436,0.245136,0.229066,0.309136,0.554717,0.049505,1
0.310527,0.206226,0.32872,0.309136,0.649057,0.594059,0
0.280287,0.198444,0.32872,0.309136,0.650314,0.930693,0
0.257117,0.202335,0.258131,0.309136,0.695597,0.544554,1
0.552293,0.412451,0.290657,0.309136,0.789937,0.138614,2
0.423678,0.268482,0.32872,0.310388,0.533333,0.693069,1
0.395296,0.319066,0.32872,0.310388,0.595308,0.168317,2
0.494282,0.396887,0.32872,0.310388,0.638528,0.069307,1
0.493364,0.424125,0.32872,0.310388,0.674214,0.841584,1
0.292546,0.330739,0.544637,0.310388,0.675107,0.108911,1
0.073932,0.108949,0.290657,0.310388,0.680503,0.405941,0
0.395446,0.245136,0.488581,0.310388,0.727044,0.09901,2
0.300945,0.287938,0.488581,0.310388,0.72956,0.722772,0
0.590288,0.521401,0.32872,0.31164,0.340881,0.029703,2
0.497624,0.564202,0.258131,0.31164,0.479245,0.722772,2
0.404407,0.338521,0.290657,0.31164,0.489308,0.257426,1
0.386625,0.33463,0.32872,0.31164,0.495597,0.722772,1
0.441209,0.392996,0.290657,0.31164,0.638994,0.960396,1
0.360174,0.342412,0.488581,0.31164,0.654088,0.544554,1
0.487742,0.509728,0.229066,0.31164,0.661635,0.029703,2
0.302709,0.241245,0.37301,0.31164,0.701887,0.841584,0
0.561127,0.463035,0.258131,0.31164,0.701887,0.920792,1
0.27324,0.175097,0.32872,0.31164,0.761006,0.108911,0
0.488959,0.463035,0.290657,0.31164,0.78239,0.851485,1
0.140185,0.101167,0.229066,0.31164,0.810063,0.673267,0
0.259176,0.346304,0.37301,0.31164,0.816352,0.940594,1
0.336169,0.233463,0.32872,0.312891,0.477987,0.584158,1
0.723199,0.669261,0.32872,0.312891,0.505711,0.366337,2
0.40255,0.439689,0.290657,0.312891,0.581132,0.168317,2
0.332982,0.350195,0.37301,0.312891,0.587421,0.633663,1
0.360071,0.447471,0.37301,0.312891,0.659119,0.534653,1
0.068856,0.18677,0.290657,0.312891,0.710692,0.445545,0
0.41305,0.377432,0.37301,0.312891,0.772327,0.851485,1
0.367751,0.346304,0.290657,0.312891,0.772327,0.792079,1
0.449432,0.478599,0.37301,0.312891,0.778616,0.693069,1
0.310646,0.2607,0.488581,0.312891,0.944931,0.069307,0
0.476878,0.40856,0.20346,0.314143,0.445283,0.128713,2
0.349735,0.389105,0.32872,0.314143,0.461635,0.257426,2
0.396196,0.735409,0.258131,0.314143,0.47673,0.128713,2
0.444947,0.439689,0.425606,0.314143,0.56478,0.851485,1
0.157827,0.108949,0.20346,0.314143,0.625157,0.712871,0
0.374464,0.420233,0.488581,0.314143,0.645283,0.544554,1
0.472935,0.373541,0.32872,0.314143,0.684277,0.940594,1
0.526943,0.525292,0.32872,0.314143,0.713208,0.920792,2
0.155258,0.151751,0.32872,0.314143,0.721132,0.118812,0
0.164366,0.256809,0.587543,0.314143,0.733308,0.178218,1
0.321948,0.155642,1,0.314143,0.744654,0.277228,1
0.461436,0.529183,0.587543,0.315394,0.391195,0.475248,2
0.384161,0.365759,0.425606,0.315394,0.574843,0.653465,1
0.286443,0.303502,0.488581,0.315394,0.679245,0.366337,1
0.229185,0.225681,0.37301,0.315394,0.841509,0.831683,0
0.351952,0.463035,0.37301,0.316646,0.441509,0.049505,1
0.360174,0.264591,0.32872,0.316646,0.533333,0.742574,2
0.221172,0.287938,0.37301,0.316646,0.566038,0.633663,0
0.18193,0.396887,0.32872,0.316646,0.603774,0.574257,1
0.198193,0.175097,0.821453,0.316646,0.660377,0.70297,0
0.182935,0.171206,1,0.316646,0.725786,0.80198,0
0.696314,0.564202,0.37301,0.316646,0.745912,0.346535,2
0.119633,0.268482,0.37301,0.316646,0.833962,0.623762,0
0.360256,0.252918,0.32872,0.316646,0.890566,0.09901,1
0.441546,0.684825,0.587543,0.317897,0.255346,0.128713,2
0.587774,0.525292,0.37301,0.317897,0.421384,0.029703,2
0.645417,0.603113,0.32872,0.317897,0.464151,0.326733,2
0.477626,0.381323,0.32872,0.317897,0.537107,0.247525,1
0.436471,0.377432,0.290657,0.317897,0.552201,0.752475,1
0.454526,0.385214,0.425606,0.317897,0.579874,0.851485,1
0.441075,0.463035,0.290657,0.317897,0.579874,0.722772,2
0.200516,0.198444,0.32872,0.317897,0.630189,0.782178,0
0.360585,0.357977,0.290657,0.317897,0.65834,0.09901,0
0.391657,0.29572,0.488581,0.317897,0.666667,0.80198,1
0.255678,0.307393,0.544637,0.317897,0.672956,0.089109,1
0.360174,0.377432,0.37301,0.317897,0.691824,0.455446,1
0.346649,0.315175,0.258131,0.317897,0.697761,0.148515,1
0.201101,0.132296,0.635294,0.317897,0.72327,0.227723,0
0.529478,0.575875,0.290657,0.317897,0.734591,0.831683,2
0.322063,0.245136,0.37301,0.317897,0.734591,0.920792,1
0.571168,0.478599,0.290657,0.317897,0.752201,0.831683,2
0.366317,0.392996,0.37301,0.317897,0.78239,0.277228,1
0.263694,0.245136,0.37301,0.317897,0.78239,0.346535,1
0.271395,0.190661,0.37301,0.317897,0.822893,0.376238,0
0.053674,0.124514,0.544637,0.317897,0.921094,0.089109,0
0.444496,0.51751,0.488581,0.319149,0.367296,0.465347,2
0.862861,0.552529,0.258131,0.319149,0.371069,0.19802,3
0.441697,0.400778,0.488581,0.319149,0.45283,0.267327,1
0.635323,0.529183,0.37301,0.319149,0.553459,0.910891,2
0.295789,0.249027,0.37301,0.319149,0.621384,0.564356,1
0.303124,0.210117,0.258131,0.319149,0.627673,0.49505,0
0.259119,0.245136,0.32872,0.320401,0.47044,0.732673,1
0.316171,0.326848,0.37301,0.320401,0.480503,0.39604,1
0.199561,0.066148,0.160554,0.320401,0.555975,0.138614,0
0.508633,0.568093,0.32872,0.320401,0.555975,0.851485,2
0.445497,0.365759,0.587543,0.320401,0.586164,0.089109,2
0.483379,0.536965,0.290657,0.320401,0.603774,0.326733,2
0.349077,0.303502,0.425606,0.320401,0.669182,0.138614,1
0.421517,0.428016,0.425606,0.320401,0.710692,0.356436,1
0.504155,0.501946,0.37301,0.320401,0.725786,0.60396,2
0.436879,0.59144,0.37301,0.320401,0.739384,0.089109,2
0.212689,0.264591,0.32872,0.320401,0.752201,0.633663,1
0.276545,0.155642,0.290657,0.320401,0.768553,0.831683,0
0.098396,0.202335,0.258131,0.320401,0.837736,0.623762,0
0.453888,0.412451,0.425606,0.321652,0.295597,0.524752,2
0.665349,0.55642,0.425606,0.321652,0.353459,0.465347,2
0.393094,0.36965,0.290657,0.321652,0.567296,0.762376,1
0.347205,0.389105,0.425606,0.321652,0.597484,0.049505,2
0.471928,0.361868,0.425606,0.321652,0.645283,0.851485,1
0.441293,0.509728,0.488581,0.321652,0.659119,0.851485,2
0.39088,0.33463,0.37301,0.321652,0.679245,0.722772,1
0.356139,0.237354,0.37301,0.321652,0.683019,0.891089,1
0.475896,0.315175,0.544637,0.321652,0.684931,0.079208,1
0.373651,0.315175,0.32872,0.321652,0.706516,0.148515,1
0.169239,0.252918,0.32872,0.321652,0.719497,0.940594,0
0.407533,0.361868,0.32872,0.321652,0.720755,0.267327,1
0.41161,0.276265,0.32872,0.321652,0.761006,0.514851,1
0.367912,0.373541,0.290657,0.321652,0.826415,0.930693,1
0.314317,0.490272,0.32872,0.322904,0.446541,0.564356,1
0.193504,0.217899,0.32872,0.322904,0.480503,0.742574,1
0.41869,0.284047,0.488581,0.322904,0.52327,0.049505,1
0.195956,0.330739,0.37301,0.322904,0.599748,0.029703,1
0.449035,0.412451,0.229066,0.322904,0.6,0.257426,2
0.200516,0.14786,0.32872,0.322904,0.611321,0.881188,1
0.370082,0.439689,0.37301,0.322904,0.641509,0.693069,2
0.499905,0.466926,0.37301,0.322904,0.683019,0.128713,2
0.296887,0.190661,0.425606,0.322904,0.72717,0.079208,0
0.110434,0.206226,0.290657,0.322904,0.739623,0.386139,0
0.308806,0.287938,0.425606,0.322904,0.803774,0.663366,1
0.352436,0.311284,0.425606,0.324155,0.626415,0.851485,1
0.442352,0.315175,0.37301,0.324155,0.655346,0.613861,1
0.085243,0.178988,0.290657,0.324155,0.661937,0.089109,0
0.209342,0.225681,0.635294,0.324155,0.700214,0.386139,0
0.243167,0.357977,0.903806,0.324155,0.722013,0.693069,1
0.503343,0.498054,0.32872,0.324155,0.727044,0.287129,2
0.396626,0.385214,0.37301,0.324155,0.786164,0.742574,1
0.380904,0.762646,0.229066,0.325407,0.216352,0.564356,3
0.375808,0.404669,0.290657,0.325407,0.304403,0.643564,1
0.305506,0.315175,0.587543,0.325407,0.345912,0.039604,1
0.454608,0.322957,0.290657,0.325407,0.676025,0.09901,1
0.310717,0.22179,0.32872,0.325407,0.69434,0.851485,1
0.361653,0.346304,0.425606,0.325407,0.709434,0.287129,1
0.521667,0.568093,0.290657,0.325407,0.728302,0.277228,2
0.321027,0.33463,0.37301,0.325407,0.72956,0.861386,1
0.437898,0.428016,0.32872,0.325407,0.735836,0.158416,2
0.267116,0.249027,0.37301,0.325407,0.811321,0.910891,0
0.072963,0.256809,0.587543,0.325407,0.861308,0.217822,0
0.112319,0.217899,0.587543,0.325407,0.908931,0.089109,0
0.323233,0.478599,0.290657,0.326658,0.394969,0.534653,2
0.675691,0.649805,0.229066,0.326658,0.459119,0.029703,2
0.191521,0.093385,0.587543,0.326658,0.469182,0.544554,0
0.131609,0.143969,0.37301,0.326658,0.477987,0.732673,1
0.546566,0.48249,0.229066,0.326658,0.533333,0.069307,2
0.259603,0.330739,0.821453,0.326658,0.684201,0.366337,1
0.172072,0.108949,0.258131,0.326658,0.695597,0.653465,0
0.248567,0.214008,0.37301,0.326658,0.706918,0.80198,0
0.204796,0.202335,0.32872,0.326658,0.727044,0.940594,0
0.337049,0.29572,0.37301,0.326658,0.739623,0.762376,0
0.616395,0.571984,0.258131,0.326658,0.759748,0.376238,2
0.256888,0.202335,0.32872,0.326658,0.772327,0.821782,0
0.259802,0.175097,0.290657,0.326658,0.845799,0.405941,0
0.415987,0.311284,0.258131,0.326658,0.871698,0.871287,1
0.054192,0.050584,0.181315,0.326658,0.981132,0.524752,0
0.382672,0.346304,0.32872,0.32791,0.485535,0.049505,1
0.491915,0.357977,0.37301,0.32791,0.552201,0.643564,1
0.318248,0.264591,0.258131,0.32791,0.588679,0.138614,1
0.414199,0.36965,0.488581,0.32791,0.632704,0.970297,1
0.500841,0.377432,0.488581,0.32791,0.647371,0.39604,1
0.329584,0.272374,0.37301,0.32791,0.659119,0.435644,0
0.0187,0.081712,0.229066,0.32791,0.715723,0.861386,0
0.464134,0.44358,0.425606,0.32791,0.737107,0.60396,1
0.096622,0.175097,0.37301,0.32791,0.739623,0.376238,0
0.14926,0.237354,0.689273,0.32791,0.750943,0.534653,0
0.508852,0.474708,0.37301,0.32791,0.784906,0.841584,1
0.425566,0.291829,0.37301,0.32791,0.917233,0.425743,0
0.453299,0.431907,0.544637,0.329161,0.516981,0.415842,2
0.286546,0.210117,0.37301,0.329161,0.656604,0.90099,1
0.218425,0.217899,0.32872,0.329161,0.704403,0.851485,0
0.095347,0.182879,0.488581,0.329161,0.767296,0.346535,0
0.382225,0.501946,0.488581,0.329161,0.771069,0.178218,1
0.370622,0.342412,0.37301,0.329161,0.786616,0.059406,1
0.469656,0.498054,0.37301,0.330413,0.261635,0.029703,2
0.419823,0.455253,0.37301,0.330413,0.391748,0.108911,2
0.341178,0.412451,0.544637,0.330413,0.445283,0.50495,2
0.229024,0.256809,0.37301,0.330413,0.598742,0.871287,1
0.561392,0.544747,0.290657,0.330413,0.618868,0.960396,2
0.221172,0.237354,0.37301,0.330413,0.730818,0.148515,0
0.194904,0.143969,0.290657,0.330413,0.748428,0.633663,0
0.498221,0.474708,0.425606,0.330413,0.755975,0.09901,2
0.30507,0.190661,0.37301,0.330413,0.851572,0.653465,0
0.313751,0.373541,0.32872,0.330413,0.940881,0.19802,2
0.510966,0.439689,0.37301,0.331665,0.290566,0.851485,2
0.306015,0.645914,0.587543,0.331665,0.32956,0.178218,2
0.145696,0.48249,0.229066,0.331665,0.445082,0.019802,2
0.397094,0.326848,0.290657,0.331665,0.577069,0.158416,1
0.364592,0.36965,0.258131,0.331665,0.591195,0.128713,2
0.239223,0.280156,0.32872,0.331665,0.603774,0.861386,1
0.313562,0.249027,0.37301,0.331665,0.613836,0.940594,1
0.40255,0.412451,0.32872,0.331665,0.681761,0.059406,2
0.329112,0.365759,0.37301,0.331665,0.693082,0.841584,1
0.442235,0.354086,0.37301,0.331665,0.704704,0.158416,1
0.46142,0.400778,0.37301,0.331665,0.716981,0.940594,1
0.298452,0.33463,0.32872,0.331665,0.828931,0.940594,1
0.125961,0.151751,0.37301,0.331665,0.998742,0.50495,0
0.473673,0.513619,0.488581,0.332916,0.395899,0.069307,2
0.820719,0.657588,0.290657,0.332916,0.626214,0.069307,3
0.474144,0.400778,0.37301,0.332916,0.628931,0.80198,2
0.226078,0.120623,0.488581,0.332916,0.650314,0.960396,0
0.07951,0.07393,0.290657,0.332916,0.659119,0.60396,0
0.43783,0.365759,0.488581,0.332916,0.696818,0.089109,1
0.303393,0.299611,0.37301,0.332916,0.696855,0.841584,1
0.335574,0.252918,0.488581,0.332916,0.744654,0.970297,1
0.14184,0.159533,0.821453,0.332916,0.758491,0.80198,0
0.379499,0.322957,0.488581,0.332916,0.767296,0.851485,1
0.349904,0.361868,0.37301,0.332916,0.774843,0.277228,1
0.488807,0.420233,0.32872,0.332916,0.793711,0.831683,1
0.598391,0.583658,0.587543,0.334168,0.474214,0.39604,3
0.32572,0.338521,0.37301,0.334168,0.477987,0.257426,2
0.274964,0.389105,0.32872,0.334168,0.491824,0.811881,1
0.150818,0.568093,0.488581,0.334168,0.53439,0.029703,2
0.373214,0.463035,0.37301,0.334168,0.543396,0.594059,2
0.61877,0.610895,0.290657,0.334168,0.597484,0.138614,2
0.442906,0.420233,0.425606,0.334168,0.685535,0.841584,1
0.612968,0.657588,0.37301,0.335419,0.328302,0.217822,3
0.552347,0.571984,0.258131,0.335419,0.366038,0.475248,2
0.414915,0.470817,0.425606,0.335419,0.577358,0.564356,1
0.152168,0.14786,0.258131,0.335419,0.661635,0.485149,0
0.51898,0.548638,0.258131,0.335419,0.715723,0.267327,2
0.366782,0.322957,0.425606,0.335419,0.715723,0.881188,1
0.306039,0.322957,0.37301,0.335419,0.739623,0.940594,1
0.397224,0.276265,0.37301,0.335419,0.862893,0.029703,1
0.43463,0.424125,0.37301,0.336671,0.249057,0.623762,1
0.27526,0.715953,0.20346,0.336671,0.256604,0.544554,2
0.543508,0.626459,0.290657,0.336671,0.38522,0.059406,2
0.441209,0.505837,0.425606,0.336671,0.426415,0.564356,2
0.317293,0.264591,0.488581,0.336671,0.612579,0.524752,0
0.470604,0.404669,0.37301,0.336671,0.618868,0.811881,1
0.617168,0.626459,0.290657,0.336671,0.637736,0.138614,2
0.220838,0.159533,0.37301,0.336671,0.67044,0.60396,0
0.201868,0.14786,0.821453,0.336671,0.735849,0.792079,0
0.392471,0.284047,0.37301,0.336671,0.740881,0.524752,1
0.576498,0.521401,0.425606,0.336671,0.762264,0.772277,2
0.512564,0.463035,0.290657,0.336671,0.836478,0.019802,2
0.349417,0.381323,0.37301,0.337922,0.555786,0.168317,2
0.644227,0.540856,0.488581,0.337922,0.567296,0.108911,3
0.538061,0.548638,0.37301,0.337922,0.63522,0.316832,2
0.341048,0.315175,0.32872,0.337922,0.641509,0.950495,1
0.675691,0.521401,0.229066,0.337922,0.662528,0.079208,2
0.304876,0.264591,0.903806,0.337922,0.671698,0.683168,0
0.516898,0.66537,0.32872,0.337922,0.672956,0.910891,2
0.686541,0.548638,0.488581,0.337922,0.681761,0.336634,2
0.441293,0.396887,0.32872,0.337922,0.722013,0.920792,1
0.243773,0.256809,0.290657,0.337922,0.732075,0.683168,0
0.221172,0.14786,0.750865,0.337922,0.798742,0.861386,0
0.254347,0.280156,0.425606,0.337922,0.803585,0.069307,1
0.226469,0.198444,0.903806,0.337922,0.824692,0.19802,0
0.16072,0.22179,0.425606,0.337922,0.89434,0.148515,1
0.406019,0.350195,0.750865,0.337922,0.938365,0.178218,1
0.400943,0.377432,0.32872,0.339174,0.501887,0.841584,1
0.441697,0.463035,0.37301,0.339174,0.627019,0.168317,2
0.382691,0.322957,0.37301,0.339174,0.627673,0.811881,1
0.459678,0.2607,0.488581,0.339174,0.640239,0.108911,0
0.100355,0.058366,0.587543,0.339174,0.665258,0.435644,0
0.140652,0.159533,0.32872,0.339174,0.672868,0.09901,0
0.481855,0.544747,0.37301,0.339174,0.698113,0.39604,1
0.431061,0.33463,0.290657,0.339174,0.704,0.148515,1
0.167586,0.062257,0.903806,0.339174,0.708176,0.653465,0
0.521268,0.501946,0.37301,0.339174,0.72956,0.831683,2
0.509261,0.544747,0.258131,0.339174,0.768553,0.831683,2
0.26973,0.416342,0.635294,0.339174,0.78239,0.29703,1
0.201321,0.182879,0.425606,0.339174,0.803774,0.534653,1
0.082076,0.124514,0.425606,0.339174,0.813824,0.366337,0
0.201576,0.182879,0.37301,0.339174,0.81761,0.653465,1
0.116375,0.171206,0.181315,0.339174,0.81761,0.871287,0
0.078879,0.097276,0.32872,0.339174,0.886792,0.851485,0
0.411033,0.385214,0.544637,0.340426,0.538365,0.138614,2
0.368958,0.326848,0.37301,0.340426,0.623899,0.841584,1
0.12711,0.14786,0.290657,0.340426,0.627673,0.920792,0
0.300256,0.225681,0.32872,0.340426,0.632704,0.49505,0
0.308207,0.198444,0.290657,0.340426,0.647799,0.851485,1
0.323325,0.163424,0.37301,0.340426,0.662893,0.831683,1
0.097439,0.116732,0.229066,0.340426,0.737107,0.376238,0
0.205298,0.229572,0.32872,0.340426,0.755975,0.940594,1
0.426612,0.400778,0.37301,0.340426,0.805031,0.722772,2
0.522351,0.466926,0.544637,0.340426,0.82673,0.069307,1
0.251047,0.291829,0.425606,0.340426,0.884692,0.386139,0
0.659073,0.642023,0.488581,0.341677,0.320755,0.128713,2
0.081376,0.116732,0.37301,0.341677,0.623899,0.762376,0
0.299269,0.303502,0.37301,0.341677,0.656604,0.70297,0
0.459242,0.36965,0.425606,0.341677,0.728302,0.465347,2
0.175237,0.151751,0.425606,0.341677,0.733333,0.673267,0
0.321373,0.284047,0.488581,0.341677,0.735849,0.861386,0
0.214138,0.233463,0.425606,0.341677,0.752201,0.80198,0
0.412313,0.431907,0.32872,0.342929,0.266667,0.623762,2
0.519267,0.525292,0.229066,0.342929,0.30566,0.029703,2
0.569027,0.59144,0.290657,0.342929,0.32956,0.485149,2
0.36936,0.357977,0.587543,0.342929,0.467925,0.475248,2
0.446613,0.474708,0.587543,0.342929,0.493082,0.50495,2
0.427325,0.354086,0.635294,0.342929,0.61761,0.851485,2
0.152743,0.151751,0.32872,0.342929,0.626415,0.782178,0
0.339087,0.365759,0.488581,0.342929,0.628931,0.049505,1
0.174734,0.120623,0.425606,0.342929,0.631434,0.039604,0
0.096772,0.062257,0.290657,0.342929,0.637736,0.772277,0
0.076955,0.241245,0.290657,0.342929,0.645283,0.930693,0
0.294586,0.11284,0.37301,0.342929,0.674214,0.673267,1
0.188973,0.198444,0.32872,0.342929,0.683019,0.851485,0
0.461034,0.385214,0.37301,0.342929,0.715723,0.613861,1
0.349883,0.272374,0.425606,0.342929,0.72122,0.079208,1
0.395708,0.44358,0.488581,0.342929,0.760063,0.089109,1
0.116686,0.237354,0.37301,0.342929,0.786164,0.534653,0
0.287139,0.202335,0.425606,0.342929,0.903283,0.405941,0
0.518708,0.653696,0.258131,0.34418,0.426415,0.069307,2
0.295414,0.396887,0.488581,0.34418,0.499371,0.049505,1
0.486445,0.431907,0.37301,0.34418,0.52956,0.435644,2
0.286443,0.385214,0.37301,0.34418,0.587421,0.316832,2
0.908738,0.66537,0.290657,0.34418,0.669182,0.752475,3
0.125904,0.14786,0.32872,0.34418,0.70561,0.09901,0
0.584612,0.564202,0.37301,0.34418,0.729283,0.39604,2
0.340656,0.322957,0.488581,0.34418,0.753472,0.079208,1
0.889347,0.669261,0.32872,0.34418,0.754742,0.039604,3
0.419912,0.420233,0.37301,0.34418,0.797484,0.257426,2
0.299269,0.377432,0.425606,0.34418,0.828931,0.940594,1
0.24513,0.291829,0.903806,0.34418,0.845283,0.544554,1
0.240606,0.237354,0.32872,0.34418,0.874214,0.267327,1
0.149798,0.252918,0.37301,0.34418,0.890566,0.138614,1
0.243773,0.319066,0.32872,0.34418,0.940881,0.178218,2
0.378109,0.51751,0.37301,0.345432,0.43522,0.564356,2
0.195956,0.571984,0.290657,0.345432,0.537107,0.594059,1
0.307847,0.077821,0.635294,0.345432,0.548428,0.861386,0
0.360729,0.206226,0.37301,0.345432,0.566038,0.693069,2
0.474143,0.649805,0.32872,0.345432,0.601258,0.118812,2
0.100714,0.198444,0.488581,0.345432,0.646541,0.821782,1
0.444964,0.385214,0.37301,0.345432,0.669182,0.722772,1
0.573521,0.533074,0.425606,0.345432,0.674214,0.405941,3
0.426281,0.428016,0.425606,0.345432,0.67805,0.039604,1
0.470857,0.478599,0.425606,0.345432,0.689962,0.386139,2
0.635323,0.494163,0.37301,0.345432,0.727044,0.049505,2
0.136391,0.233463,0.37301,0.345432,0.766038,0.356436,1
0.416771,0.396887,0.425606,0.345432,0.791925,0.079208,2
0.221836,0.132296,0.821453,0.345432,0.798742,0.821782,0
0.367811,0.373541,0.32872,0.345432,0.818868,0.237624,1
0.496712,0.583658,0.37301,0.346683,0.449057,0.247525,2
0.468087,0.59144,0.587543,0.346683,0.459119,0.356436,2
0.420601,0.404669,0.290657,0.346683,0.480503,0.247525,1
0.344849,0.463035,0.488581,0.346683,0.592453,0.178218,2
0.398101,0.498054,0.37301,0.346683,0.594969,0.851485,1
0.324582,0.396887,0.425606,0.346683,0.620126,0.851485,1
0.494733,0.428016,0.37301,0.346683,0.637736,0.881188,2
0.290161,0.268482,0.32872,0.346683,0.691824,0.871287,1
0.388022,0.33463,0.37301,0.346683,0.860377,0.079208,1
0.326854,0.182879,0.32872,0.346683,0.866667,0.089109,1
0.47602,0.392996,0.37301,0.347935,0.396226,0.544554,3
0.54696,0.536965,0.488581,0.347935,0.4,0.217822,2
0.539718,0.692607,0.290657,0.347935,0.503044,0.069307,2
0.315163,0.229572,0.425606,0.347935,0.596226,0.574257,1
0.384952,0.435798,0.488581,0.347935,0.606289,0.059406,1
0.417109,0.392996,0.37301,0.347935,0.698113,0.128713,2
0.317503,0.284047,0.425606,0.347935,0.75322,0.158416,1
0.279125,0.175097,0.425606,0.347935,0.754717,0.80198,1
0.663645,0.607004,0.258131,0.349186,0.510692,0.178218,3
